시군구,평수,월세금(만원),건축년도
서울특별시 동작구 상도동,25.7,0,2008
서울특별시 동작구 상도동,25.7,150,2004
서울특별시 동작구 상도동,25.6,0,2012
서울특별시 동작구 상도동,9.8,21,2006
서울특별시 영등포구 당산동5가,18.1,0,2005
서울특별시 영등포구 도림동,11.4,0,1997
서울특별시 영등포구 도림동,11.4,0,1997
서울특별시 영등포구 문래동3가,17.8,0,1988
서울특별시 영등포구 문래동3가,17.8,0,1988
서울특별시 영등포구 대림동,18.1,130,2020
서울특별시 영등포구 문래동6가,12.1,0,1985
서울특별시 동작구 노량진동,18.1,160,1997
서울특별시 동작구 흑석동,25.7,280,2012
서울특별시 동작구 대방동,18.1,0,2005
서울특별시 관악구 봉천동,25.7,80,2006
서울특별시 관악구 봉천동,25.7,0,2000
서울특별시 관악구 봉천동,18.1,0,2000
서울특별시 관악구 봉천동,18.0,0,2004
서울특별시 서초구 우면동,23.3,150,1995
서울특별시 서초구 잠원동,37.6,280,2025
서울특별시 서초구 잠원동,24.0,80,1978
서울특별시 서초구 잠원동,18.0,0,2025
서울특별시 서초구 잠원동,17.9,215,2025
서울특별시 서초구 잠원동,25.5,100,2025
서울특별시 서초구 잠원동,18.0,0,2025
서울특별시 서초구 잠원동,17.9,240,2025
서울특별시 서초구 잠원동,20.8,0,1978
서울특별시 서초구 잠원동,29.9,200,2020
서울특별시 서초구 잠원동,18.0,0,1997
서울특별시 서초구 방배동,30.1,83,2004
서울특별시 서초구 방배동,40.5,320,2004
서울특별시 서초구 서초동,30.6,0,1979
서울특별시 서초구 서초동,25.7,0,2005
서울특별시 서초구 서초동,15.0,400,2023
서울특별시 서초구 서초동,8.5,72,2019
서울특별시 서초구 서초동,21.3,255,2002
서울특별시 서초구 서초동,25.7,420,2009
서울특별시 서초구 서초동,40.8,210,1998
서울특별시 서초구 서초동,10.9,120,2004
서울특별시 서초구 서초동,30.6,0,1979
서울특별시 송파구 잠실동,18.1,120,2008
서울특별시 송파구 잠실동,25.7,420,2008
서울특별시 송파구 잠실동,25.0,90,1978
서울특별시 송파구 잠실동,18.1,310,2008
서울특별시 송파구 잠실동,25.7,230,2008
서울특별시 송파구 잠실동,18.1,130,2008
서울특별시 송파구 잠실동,25.7,230,2008
서울특별시 송파구 잠실동,25.7,270,2008
서울특별시 송파구 잠실동,24.3,0,1981
서울특별시 서초구 반포동,18.1,600,2023
서울특별시 서초구 반포동,34.8,280,1987
서울특별시 서초구 반포동,41.6,0,1987
서울특별시 관악구 신림동,18.1,25,2025
서울특별시 관악구 신림동,18.3,138,1993
서울특별시 관악구 신림동,18.1,30,2003
서울특별시 관악구 신림동,25.2,0,2000
서울특별시 관악구 신림동,37.9,0,2005
서울특별시 관악구 신림동,5.7,38,2023
서울특별시 송파구 신천동,25.6,0,2008
서울특별시 송파구 신천동,18.0,0,2008
서울특별시 송파구 신천동,25.7,0,2008
서울특별시 송파구 신천동,25.6,0,2008
서울특별시 송파구 신천동,18.0,300,2008
서울특별시 서초구 우면동,25.7,0,2013
서울특별시 서초구 우면동,25.6,280,2013
서울특별시 서초구 우면동,25.7,0,2012
서울특별시 서초구 우면동,39.6,0,1995
서울특별시 성동구 하왕십리동,18.9,0,1989
서울특별시 광진구 구의동,25.6,240,1996
서울특별시 광진구 구의동,25.7,240,1997
서울특별시 중구 황학동,18.1,185,2008
서울특별시 용산구 후암동,49.4,0,2004
서울특별시 용산구 후암동,49.4,0,2004
서울특별시 성동구 금호동3가,18.1,0,1994
서울특별시 성동구 성수동1가,25.7,380,2024
서울특별시 성동구 성수동1가,25.7,0,2024
서울특별시 성동구 성수동1가,22.4,280,2002
서울특별시 성동구 성수동1가,25.7,0,2024
서울특별시 성동구 성수동1가,25.7,"1,100",2017
서울특별시 광진구 자양동,18.5,0,2002
서울특별시 광진구 자양동,22.7,0,2025
서울특별시 광진구 자양동,25.7,0,2025
서울특별시 광진구 자양동,11.8,45,2024
서울특별시 성동구 행당동,18.1,0,2000
서울특별시 성동구 행당동,18.1,50,2000
서울특별시 성동구 행당동,27.9,20,2014
서울특별시 중구 정동,4.3,0,2020
서울특별시 광진구 광장동,22.1,0,2016
서울특별시 용산구 한남동,13.8,270,2017
서울특별시 용산구 한남동,18.1,800,2011
서울특별시 용산구 한남동,19.4,263,2016
서울특별시 광진구 광장동,25.6,0,1989
서울특별시 광진구 중곡동,16.4,0,2021
서울특별시 성동구 용답동,6.0,61,2013
서울특별시 용산구 한강로3가,41.0,"1,200",2020
서울특별시 광진구 자양동,7.0,25,2024
서울특별시 광진구 자양동,15.6,80,1989
서울특별시 용산구 한강로2가,13.6,32,2021
서울특별시 용산구 이촌동,25.7,150,1998
서울특별시 용산구 한강로2가,12.0,28,2021
서울특별시 용산구 한강로2가,12.0,29,2021
서울특별시 용산구 한강로2가,12.0,17,2021
서울특별시 용산구 이촌동,34.8,380,1998
서울특별시 용산구 이촌동,25.7,260,1997
서울특별시 성동구 금호동1가,18.1,160,2001
서울특별시 용산구 문배동,29.6,420,2015
서울특별시 중구 황학동,18.1,0,2008
서울특별시 중구 황학동,25.7,0,2008
서울특별시 중구 정동,4.3,0,2020
서울특별시 광진구 자양동,25.7,0,2003
서울특별시 성동구 마장동,25.7,0,2004
서울특별시 성동구 마장동,12.4,0,1986
서울특별시 성동구 마장동,6.7,7,2025
서울특별시 성동구 마장동,5.7,14,2025
서울특별시 용산구 한강로1가,34.7,0,2007
서울특별시 광진구 자양동,30.8,0,2025
서울특별시 광진구 자양동,25.7,360,2025
서울특별시 광진구 자양동,18.1,110,1988
서울특별시 성동구 하왕십리동,18.9,0,1989
서울특별시 성동구 하왕십리동,34.6,0,1996
서울특별시 금천구 시흥동,34.7,0,2004
서울특별시 구로구 온수동,18.1,130,2010
서울특별시 구로구 고척동,18.0,0,2005
서울특별시 강서구 방화동,15.1,0,1994
서울특별시 강서구 방화동,14.4,0,1988
서울특별시 강서구 방화동,12.0,95,1994
서울특별시 강서구 내발산동,12.4,71,2025
서울특별시 강서구 내발산동,11.2,67,2025
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 강서구 화곡동,8.7,75,2018
서울특별시 강서구 화곡동,25.7,0,2015
서울특별시 강서구 화곡동,25.7,0,2015
서울특별시 강서구 화곡동,4.3,45,2011
서울특별시 강서구 화곡동,6.3,86,2019
서울특별시 강서구 내발산동,6.0,51,2025
서울특별시 강서구 내발산동,6.0,35,2025
서울특별시 구로구 신도림동,25.6,140,1993
서울특별시 구로구 신도림동,18.1,40,1994
서울특별시 구로구 신도림동,35.6,0,2003
서울특별시 구로구 신도림동,18.1,0,2001
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 내발산동,6.7,46,2025
서울특별시 금천구 가산동,5.1,63,2017
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 구로구 오류동,4.3,0,2014
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 영등포구 영등포동1가,5.7,5,2022
서울특별시 영등포구 영등포동1가,3.7,42,2012
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 내발산동,6.0,35,2025
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 강서구 내발산동,6.0,35,2025
서울특별시 구로구 천왕동,18.1,15,2011
서울특별시 구로구 항동,18.1,0,2019
서울특별시 강서구 가양동,10.4,70,1992
서울특별시 강서구 가양동,12.0,100,1992
서울특별시 강서구 내발산동,6.7,46,2025
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 영등포구 영등포동7가,10.3,135,2020
서울특별시 영등포구 영등포동7가,25.6,0,2004
서울특별시 강서구 마곡동,18.1,0,2017
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 마곡동,34.7,0,2008
서울특별시 강서구 마곡동,25.7,40,1993
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 내발산동,6.0,59,2025
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 영등포구 영등포동,18.1,0,2004
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 강서구 내발산동,6.0,35,2025
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 내발산동,6.0,59,2025
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 구로구 구로동,29.2,0,1996
서울특별시 구로구 구로동,15.6,15,1985
서울특별시 구로구 구로동,18.0,0,1995
서울특별시 구로구 구로동,25.6,0,1984
서울특별시 구로구 구로동,25.7,0,1986
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 강서구 내발산동,6.0,35,2025
서울특별시 구로구 개봉동,18.0,90,2001
서울특별시 강서구 내발산동,6.7,46,2025
서울특별시 강서구 내발산동,6.0,51,2025
서울특별시 구로구 개봉동,25.7,0,2006
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 강서구 내발산동,12.4,70,2025
서울특별시 강서구 내발산동,6.0,42,2025
서울특별시 강서구 내발산동,6.0,50,2025
서울특별시 구로구 고척동,19.6,53,2022
서울특별시 구로구 고척동,19.5,0,1989
서울특별시 마포구 성산동,15.3,0,1986
서울특별시 마포구 아현동,25.7,210,2015
서울특별시 마포구 신공덕동,18.0,0,2000
서울특별시 마포구 신공덕동,25.7,0,2000
서울특별시 양천구 신정동,15.6,83,1988
서울특별시 양천구 신정동,25.7,135,1992
서울특별시 양천구 신정동,25.7,0,2016
서울특별시 강서구 염창동,25.5,0,1994
서울특별시 양천구 신정동,21.0,0,2005
서울특별시 양천구 신정동,34.6,0,2004
서울특별시 양천구 신정동,21.7,0,1988
서울특별시 양천구 신정동,24.1,80,2003
서울특별시 마포구 염리동,14.8,140,1997
서울특별시 양천구 신월동,13.1,75,1988
서울특별시 양천구 신월동,18.0,30,1988
서울특별시 마포구 상암동,18.1,100,2003
서울특별시 마포구 상암동,31.7,0,2006
서울특별시 마포구 상암동,25.7,180,2006
서울특별시 마포구 상암동,25.6,115,2005
서울특별시 마포구 중동,25.7,0,1994
서울특별시 마포구 상수동,36.7,320,2014
서울특별시 마포구 토정동,25.7,190,1997
서울특별시 강서구 등촌동,25.7,80,1994
서울특별시 강서구 등촌동,18.1,25,1999
서울특별시 마포구 합정동,15.9,0,2017
서울특별시 마포구 망원동,16.7,70,1976
서울특별시 마포구 망원동,18.1,0,2004
서울특별시 마포구 망원동,15.0,0,2021
서울특별시 마포구 도화동,24.2,0,1991
서울특별시 마포구 도화동,42.8,0,1991
서울특별시 양천구 목동,30.6,0,1986
서울특별시 양천구 목동,29.0,0,1986
서울특별시 양천구 목동,24.0,0,2000
서울특별시 마포구 신수동,35.4,0,2004
서울특별시 성북구 석관동,25.7,150,1998
서울특별시 도봉구 방학동,17.8,0,1988
서울특별시 도봉구 방학동,16.1,0,1988
서울특별시 도봉구 방학동,4.5,13,2018
서울특별시 노원구 하계동,13.8,0,1988
서울특별시 강북구 수유동,7.1,68,2016
서울특별시 성북구 종암동,11.0,9,2025
서울특별시 성북구 종암동,18.1,0,2004
서울특별시 성북구 하월곡동,25.6,0,2007
서울특별시 성북구 하월곡동,25.7,0,2003
서울특별시 성북구 하월곡동,18.0,120,2010
서울특별시 성북구 하월곡동,18.0,120,2010
서울특별시 성북구 하월곡동,16.0,130,2020
서울특별시 성북구 하월곡동,16.0,130,2020
서울특별시 강북구 번동,13.6,0,1991
서울특별시 노원구 공릉동,25.6,0,1995
서울특별시 성북구 종암동,18.0,110,1996
서울특별시 성북구 종암동,36.3,0,2010
서울특별시 성북구 종암동,18.1,0,2004
서울특별시 성북구 장위동,18.1,0,2020
서울특별시 성북구 길음동,34.8,50,2005
서울특별시 성북구 길음동,25.4,130,2007
서울특별시 노원구 공릉동,18.3,0,2000
서울특별시 성북구 길음동,25.4,130,2007
서울특별시 성북구 길음동,25.7,0,2019
서울특별시 도봉구 창동,15.1,50,1990
서울특별시 도봉구 창동,25.7,140,1995
서울특별시 노원구 공릉동,4.9,34,2021
서울특별시 노원구 월계동,38.4,200,2006
서울특별시 도봉구 쌍문동,10.6,70,1989
서울특별시 도봉구 쌍문동,25.7,0,1993
서울특별시 도봉구 쌍문동,13.0,70,1988
서울특별시 노원구 공릉동,12.0,0,1994
서울특별시 노원구 월계동,13.6,70,1992
서울특별시 노원구 월계동,18.1,0,2000
서울특별시 도봉구 방학동,4.1,10,2013
서울특별시 성북구 길음동,25.7,0,2003
서울특별시 강북구 미아동,5.6,65,2014
서울특별시 강북구 미아동,5.6,65,2014
서울특별시 강북구 미아동,7.3,5,2003
서울특별시 강동구 천호동,30.6,200,2015
서울특별시 강동구 천호동,25.7,0,2007
서울특별시 강동구 강일동,18.1,0,2009
서울특별시 강동구 천호동,4.5,15,2017
서울특별시 성북구 돈암동,34.7,0,1999
서울특별시 성북구 돈암동,20.6,0,1998
서울특별시 중랑구 면목동,25.7,0,2003
서울특별시 성북구 돈암동,34.8,0,2004
서울특별시 성북구 돈암동,20.6,0,1998
서울특별시 성북구 돈암동,20.6,0,1998
서울특별시 동대문구 휘경동,18.0,0,2019
서울특별시 동대문구 휘경동,25.7,0,1999
서울특별시 성북구 정릉동,18.1,0,2005
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 이문동,7.8,0,2022
서울특별시 동대문구 장안동,9.1,15,2018
서울특별시 동대문구 장안동,5.7,12,2025
서울특별시 동대문구 장안동,5.5,19,2025
서울특별시 동대문구 장안동,6.3,13,2025
서울특별시 동대문구 장안동,6.3,13,2025
서울특별시 동대문구 장안동,5.7,12,2025
서울특별시 동대문구 장안동,5.5,19,2025
서울특별시 동대문구 장안동,5.7,19,2025
서울특별시 동대문구 장안동,6.3,13,2025
서울특별시 중랑구 상봉동,5.7,56,2013
서울특별시 중랑구 상봉동,25.6,0,2003
서울특별시 동대문구 장안동,6.3,13,2025
서울특별시 동대문구 장안동,5.5,11,2025
서울특별시 동대문구 장안동,6.3,13,2025
서울특별시 동대문구 장안동,5.7,6,2025
서울특별시 동대문구 장안동,6.3,6,2025
서울특별시 동대문구 장안동,5.5,9,2025
서울특별시 동대문구 장안동,6.3,6,2025
서울특별시 동대문구 장안동,6.3,6,2025
서울특별시 동대문구 장안동,5.7,10,2025
서울특별시 중랑구 묵동,38.2,0,1995
서울특별시 동대문구 용두동,25.7,255,2022
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 휘경동,25.7,80,2025
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 답십리동,4.5,55,2016
서울특별시 동대문구 답십리동,18.1,0,2014
서울특별시 성북구 돈암동,18.0,30,1999
서울특별시 성북구 돈암동,34.7,0,1999
서울특별시 성북구 돈암동,9.7,0,1999
서울특별시 강남구 개포동,12.1,0,2023
서울특별시 강남구 개포동,12.0,0,1992
서울특별시 중구 충무로4가,21.8,120,1970
서울특별시 중구 인현동2가,7.4,0,2023
서울특별시 중구 오장동,7.3,68,2014
서울특별시 강남구 논현동,25.4,500,2014
서울특별시 종로구 숭인동,3.7,62,2013
서울특별시 강남구 도곡동,33.2,110,2023
서울특별시 강남구 수서동,12.0,130,1993
서울특별시 강남구 자곡동,34.6,200,2014
서울특별시 강남구 자곡동,34.6,240,2014
서울특별시 강남구 대치동,25.6,120,1983
서울특별시 강남구 대치동,25.7,250,2008
서울특별시 중구 입정동,15.1,300,2023
서울특별시 강남구 신사동,24.0,0,1974
서울특별시 강남구 역삼동,5.3,47,2023
서울특별시 강남구 역삼동,25.5,0,2008
서울특별시 강남구 역삼동,10.9,80,2002
서울특별시 강남구 역삼동,25.7,0,2005
서울특별시 강남구 역삼동,25.7,210,2006
서울특별시 강남구 논현동,29.6,330,2005
서울특별시 종로구 숭인동,5.9,70,2013
서울특별시 종로구 숭인동,5.4,67,2013
서울특별시 종로구 숭인동,5.2,0,2025
서울특별시 강남구 논현동,13.1,290,2021
서울특별시 강남구 일원동,25.7,300,2021
서울특별시 강남구 일원동,18.1,240,1994
서울특별시 강남구 도곡동,15.9,0,1985
서울특별시 강남구 압구정동,42.6,0,1987
서울특별시 강남구 압구정동,42.6,0,1987
서울특별시 강남구 압구정동,60.0,400,1976
서울특별시 종로구 익선동,14.1,105,2003
서울특별시 강남구 세곡동,25.7,90,2011
서울특별시 성동구 옥수동,25.7,0,1999
서울특별시 강남구 압구정동,15.1,220,1977
서울특별시 강남구 압구정동,42.6,0,1987
서울특별시 종로구 창신동,8.7,50,1966
서울특별시 강남구 도곡동,5.6,50,2025
서울특별시 강남구 개포동,38.9,0,1984
서울특별시 강남구 개포동,12.0,0,1992
서울특별시 강남구 개포동,22.1,0,1983
서울특별시 강동구 성내동,14.4,50,2021
서울특별시 강동구 성내동,10.8,71,2023
서울특별시 송파구 문정동,48.0,0,1988
서울특별시 강동구 고덕동,18.0,240,2016
서울특별시 강동구 고덕동,18.1,80,2019
서울특별시 강동구 고덕동,18.1,80,2019
서울특별시 강동구 고덕동,18.0,0,2016
서울특별시 강동구 암사동,25.7,0,2019
서울특별시 강동구 암사동,25.7,0,2009
서울특별시 강동구 고덕동,18.0,240,2016
서울특별시 송파구 장지동,18.1,0,2013
서울특별시 송파구 장지동,27.5,0,2016
서울특별시 송파구 장지동,32.4,0,2015
서울특별시 송파구 문정동,25.6,250,1988
서울특별시 송파구 방이동,22.5,0,2001
서울특별시 송파구 방이동,5.0,60,2016
서울특별시 송파구 방이동,25.1,0,1988
서울특별시 송파구 가락동,18.4,0,1986
서울특별시 송파구 장지동,12.0,30,2017
서울특별시 송파구 문정동,58.2,280,1988
서울특별시 송파구 오금동,12.0,10,2017
서울특별시 강동구 길동,4.2,50,2014
서울특별시 송파구 가락동,25.7,429,2018
서울특별시 송파구 가락동,25.7,0,2007
서울특별시 송파구 장지동,15.7,0,2013
서울특별시 강동구 길동,4.8,41,2018
서울특별시 송파구 가락동,11.8,0,2018
서울특별시 강동구 명일동,13.0,0,1983
서울특별시 강동구 명일동,17.9,0,2019
서울특별시 송파구 거여동,10.6,34,2021
서울특별시 송파구 거여동,10.6,34,2021
서울특별시 송파구 거여동,34.4,0,2021
서울특별시 강동구 둔촌동,33.0,100,1984
서울특별시 강동구 둔촌동,25.6,0,2000
서울특별시 송파구 방이동,41.1,0,1988
서울특별시 송파구 거여동,32.9,110,2022
서울특별시 은평구 신사동,25.0,0,1988
서울특별시 은평구 대조동,11.0,10,2022
서울특별시 은평구 대조동,4.4,50,2013
서울특별시 은평구 대조동,11.0,10,2022
서울특별시 은평구 불광동,18.1,148,2009
서울특별시 은평구 증산동,18.1,0,2000
서울특별시 노원구 상계동,18.6,0,1988
서울특별시 은평구 진관동,40.8,0,2010
서울특별시 노원구 상계동,25.7,0,1999
서울특별시 은평구 녹번동,18.1,0,2019
서울특별시 서대문구 충정로3가,5.3,40,2020
서울특별시 서대문구 충정로3가,5.3,40,2020
서울특별시 서대문구 북가좌동,25.7,250,2012
서울특별시 노원구 상계동,18.0,90,1988
서울특별시 노원구 상계동,13.9,0,1988
서울특별시 서대문구 홍제동,18.1,0,2000
서울특별시 은평구 응암동,18.1,0,2021
서울특별시 은평구 응암동,33.5,120,2004
서울특별시 은평구 응암동,25.6,0,2021
서울특별시 은평구 응암동,10.4,100,2019
서울특별시 노원구 상계동,9.7,45,1987
서울특별시 노원구 상계동,12.5,75,1988
서울특별시 노원구 상계동,9.8,75,1987
서울특별시 노원구 상계동,17.5,0,1988
서울특별시 노원구 상계동,18.3,0,1988
서울특별시 노원구 상계동,15.1,95,1989
서울특별시 노원구 상계동,18.0,80,1999
서울특별시 노원구 중계동,18.0,0,1997
서울특별시 노원구 중계동,13.5,0,1992
서울특별시 서대문구 남가좌동,3.9,68,2017
서울특별시 노원구 중계동,25.7,0,1999
서울특별시 노원구 중계동,13.5,0,1992
서울특별시 노원구 중계동,13.3,80,1993
서울특별시 노원구 중계동,13.5,55,1992
서울특별시 은평구 구산동,10.3,60,2022
서울특별시 은평구 신사동,34.6,70,2003
서울특별시 은평구 신사동,25.0,0,1988
서울특별시 노원구 중계동,13.3,85,1993
서울특별시 서대문구 대현동,18.1,150,1999
서울특별시 은평구 진관동,12.0,25,2008
서울특별시 은평구 응암동,18.1,155,2021
서울특별시 은평구 응암동,18.1,0,2021
서울특별시 은평구 응암동,25.7,110,2020
서울특별시 서대문구 홍제동,22.7,0,1992
서울특별시 서대문구 홍은동,25.7,0,2002
서울특별시 서대문구 북가좌동,17.9,0,2005
서울특별시 서대문구 연희동,4.0,74,2014
서울특별시 은평구 불광동,7.5,0,2019
서울특별시 은평구 불광동,18.1,140,2010
서울특별시 은평구 대조동,6.6,22,2022
서울특별시 은평구 구산동,37.8,0,1989
서울특별시 서대문구 북아현동,25.6,0,2001
서울특별시 서대문구 북아현동,25.7,180,2020
서울특별시 노원구 상계동,17.9,0,1988
서울특별시 노원구 상계동,9.8,65,1988
서울특별시 노원구 상계동,9.8,70,1988
서울특별시 노원구 상계동,20.8,130,1987
서울특별시 노원구 상계동,18.1,80,1997
서울특별시 노원구 상계동,25.7,0,2020
서울특별시 서대문구 현저동,25.7,0,1998
서울특별시 노원구 상계동,13.4,75,1988
서울특별시 노원구 상계동,17.5,0,1988
서울특별시 노원구 상계동,25.7,0,2020
서울특별시 강동구 천호동,15.6,60,1985
서울특별시 강동구 천호동,34.7,0,1997
서울특별시 강동구 강일동,25.7,0,2009
서울특별시 용산구 한강로3가,55.8,0,2007
서울특별시 광진구 자양동,18.1,0,1988
서울특별시 광진구 자양동,25.7,0,1989
서울특별시 광진구 자양동,25.7,140,1999
서울특별시 성동구 성수동1가,25.7,0,2024
서울특별시 성동구 성수동1가,25.7,230,2002
서울특별시 성동구 성수동1가,25.7,480,2024
서울특별시 성동구 성수동2가,43.3,0,2009
서울특별시 광진구 중곡동,4.7,10,2012
서울특별시 용산구 한강로2가,15.1,35,2021
서울특별시 광진구 자양동,24.8,0,1991
서울특별시 용산구 한강로2가,32.0,300,2025
서울특별시 용산구 한강로2가,12.0,15,2021
서울특별시 용산구 한강로2가,12.0,15,2021
서울특별시 용산구 한강로2가,12.0,7,2021
서울특별시 용산구 서빙고동,18.1,160,2000
서울특별시 성동구 하왕십리동,18.1,0,2004
서울특별시 성동구 하왕십리동,18.0,0,2001
서울특별시 성동구 하왕십리동,18.0,0,2001
서울특별시 용산구 후암동,50.4,0,2004
서울특별시 광진구 구의동,41.0,0,2009
서울특별시 광진구 구의동,18.1,0,1997
서울특별시 광진구 구의동,18.1,0,1997
서울특별시 성동구 마장동,6.7,17,2025
서울특별시 성동구 마장동,5.7,6,2025
서울특별시 성동구 마장동,5.6,6,2025
서울특별시 성동구 마장동,5.7,6,2025
서울특별시 성동구 마장동,34.6,0,2004
서울특별시 성동구 마장동,40.8,150,1998
서울특별시 용산구 이촌동,25.7,100,1998
서울특별시 용산구 이촌동,25.7,200,1997
서울특별시 중구 신당동,25.7,230,2002
서울특별시 중구 신당동,25.7,230,2002
서울특별시 용산구 효창동,18.1,230,2019
서울특별시 광진구 광장동,25.6,0,1989
서울특별시 용산구 이태원동,45.2,350,1994
서울특별시 용산구 이태원동,25.6,0,1993
서울특별시 성동구 행당동,34.7,0,2000
서울특별시 성동구 금호동2가,25.7,180,2012
서울특별시 광진구 자양동,25.7,0,2025
서울특별시 광진구 자양동,18.0,200,1999
서울특별시 광진구 자양동,25.7,0,2025
서울특별시 광진구 자양동,24.8,57,1991
서울특별시 동작구 상도동,18.1,0,2004
서울특별시 동작구 상도동,25.7,230,2018
서울특별시 동작구 동작동,25.7,0,2013
서울특별시 동작구 신대방동,20.2,0,1988
서울특별시 동작구 신대방동,25.7,0,2001
서울특별시 동작구 신대방동,25.6,200,2002
서울특별시 동작구 신대방동,25.7,0,1988
서울특별시 동작구 흑석동,33.4,120,2018
서울특별시 영등포구 당산동4가,25.6,0,2000
서울특별시 동작구 노량진동,18.1,0,2001
서울특별시 동작구 노량진동,18.1,110,1997
서울특별시 관악구 봉천동,25.7,0,2000
서울특별시 동작구 사당동,36.1,0,1993
서울특별시 관악구 봉천동,25.7,270,2019
서울특별시 동작구 사당동,18.1,0,1999
서울특별시 동작구 사당동,25.6,150,1999
서울특별시 영등포구 당산동2가,9.9,15,1999
서울특별시 영등포구 당산동2가,11.1,22,2022
서울특별시 영등포구 신길동,25.6,0,1986
서울특별시 관악구 봉천동,4.7,85,2018
서울특별시 동작구 대방동,25.5,0,1994
서울특별시 동작구 대방동,25.5,0,1994
서울특별시 영등포구 신길동,3.9,14,2012
서울특별시 영등포구 여의도동,28.0,140,1978
서울특별시 영등포구 여의도동,27.9,80,1975
서울특별시 영등포구 여의도동,27.9,30,1975
서울특별시 영등포구 여의도동,28.0,140,1978
서울특별시 영등포구 여의도동,14.6,30,1977
서울특별시 관악구 봉천동,18.1,0,2005
서울특별시 관악구 봉천동,25.7,270,2019
서울특별시 동작구 본동,18.1,0,2000
서울특별시 영등포구 문래동6가,15.5,42,2020
서울특별시 관악구 봉천동,18.1,150,2003
서울특별시 동작구 본동,18.1,120,2004
서울특별시 동작구 본동,25.5,0,1993
서울특별시 영등포구 대림동,8.0,73,2017
서울특별시 영등포구 대림동,5.5,40,2013
서울특별시 영등포구 당산동5가,21.8,0,2020
서울특별시 서초구 신원동,25.5,0,2014
서울특별시 송파구 풍납동,25.5,0,1995
서울특별시 송파구 잠실동,8.4,0,2008
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,4.9,11,2022
서울특별시 송파구 잠실동,4.9,15,2022
서울특별시 송파구 잠실동,29.8,490,2008
서울특별시 송파구 잠실동,23.1,160,1978
서울특별시 송파구 잠실동,25.7,240,2007
서울특별시 송파구 잠실동,25.7,410,2008
서울특별시 서초구 내곡동,30.8,0,2014
서울특별시 서초구 잠원동,29.2,0,1979
서울특별시 서초구 잠원동,25.5,330,2025
서울특별시 서초구 잠원동,17.9,0,2025
서울특별시 서초구 잠원동,25.7,0,2023
서울특별시 서초구 잠원동,32.5,0,1978
서울특별시 서초구 잠원동,29.2,0,1979
서울특별시 서초구 잠원동,25.6,0,1992
서울특별시 서초구 반포동,25.7,0,2010
서울특별시 서초구 반포동,25.7,215,1987
서울특별시 서초구 반포동,18.1,80,2010
서울특별시 서초구 반포동,25.7,215,1987
서울특별시 서초구 반포동,25.7,0,2010
서울특별시 송파구 신천동,36.8,0,2008
서울특별시 송파구 신천동,36.8,80,2008
서울특별시 송파구 신천동,29.9,160,1979
서울특별시 서초구 우면동,39.6,0,1995
서울특별시 서초구 우면동,25.7,0,2012
서울특별시 관악구 신림동,6.9,53,2024
서울특별시 관악구 신림동,13.5,49,2024
서울특별시 관악구 신림동,18.1,0,2008
서울특별시 관악구 신림동,12.9,78,2023
서울특별시 관악구 신림동,10.5,0,1993
서울특별시 관악구 신림동,5.5,115,2022
서울특별시 관악구 신림동,18.1,0,2005
서울특별시 관악구 신림동,4.1,50,2015
서울특별시 관악구 신림동,10.5,80,1993
서울특별시 관악구 신림동,10.5,0,1993
서울특별시 서초구 방배동,10.5,0,2019
서울특별시 서초구 방배동,25.7,0,2021
서울특별시 서초구 방배동,18.5,0,2024
서울특별시 서초구 방배동,25.7,0,1998
서울특별시 서초구 서초동,45.0,0,2006
서울특별시 서초구 서초동,25.5,0,2005
서울특별시 서초구 서초동,46.3,0,2006
서울특별시 서초구 서초동,30.3,480,2021
서울특별시 서초구 서초동,24.4,330,2020
서울특별시 서초구 서초동,23.2,0,1998
서울특별시 서초구 서초동,53.6,0,1996
서울특별시 서초구 서초동,36.4,290,2006
서울특별시 서초구 양재동,25.6,135,1991
서울특별시 도봉구 방학동,13.1,50,1988
서울특별시 노원구 공릉동,18.1,0,2001
서울특별시 노원구 공릉동,25.7,0,2022
서울특별시 노원구 공릉동,14.7,90,1999
