시군구,평수,월세금(만원),건축년도
서울특별시 양천구 신월동,16.0,0,2020
서울특별시 양천구 신월동,16.0,0,2020
서울특별시 강서구 염창동,25.7,135,1995
서울특별시 양천구 신월동,18.1,0,2020
서울특별시 마포구 신공덕동,10.4,110,2005
서울특별시 양천구 목동,39.8,100,1996
서울특별시 강서구 등촌동,12.7,85,1994
서울특별시 양천구 신정동,17.2,0,1988
서울특별시 양천구 신정동,18.1,0,2021
서울특별시 양천구 신정동,16.3,0,1987
서울특별시 양천구 신정동,21.6,55,1988
서울특별시 양천구 신정동,21.4,0,1987
서울특별시 양천구 신정동,16.8,100,2003
서울특별시 양천구 신정동,16.6,180,1987
서울특별시 양천구 신정동,30.5,0,2016
서울특별시 양천구 신정동,52.7,0,2003
서울특별시 양천구 신정동,17.2,0,1988
서울특별시 양천구 신정동,15.1,0,1999
서울특별시 양천구 신정동,25.7,0,2002
서울특별시 마포구 도화동,17.7,130,2010
서울특별시 마포구 도화동,21.8,245,1997
서울특별시 마포구 도화동,18.0,190,1998
서울특별시 양천구 목동,19.9,0,1986
서울특별시 양천구 목동,25.7,100,2001
서울특별시 마포구 신수동,18.1,0,1997
서울특별시 양천구 신월동,30.5,0,1985
서울특별시 마포구 용강동,18.1,130,2003
서울특별시 양천구 목동,14.5,0,1986
서울특별시 양천구 목동,25.7,150,2000
서울특별시 마포구 성산동,15.1,0,1986
서울특별시 마포구 성산동,18.0,120,1986
서울특별시 마포구 성산동,15.1,0,1986
서울특별시 마포구 성산동,15.3,82,1986
서울특별시 마포구 성산동,9.6,23,2015
서울특별시 마포구 성산동,9.6,40,2015
서울특별시 노원구 상계동,18.3,4,1987
서울특별시 노원구 상계동,12.5,85,1988
서울특별시 서대문구 북아현동,18.1,220,2020
서울특별시 노원구 상계동,20.8,0,1988
서울특별시 노원구 상계동,13.9,0,1989
서울특별시 노원구 상계동,15.1,0,1989
서울특별시 서대문구 북아현동,18.1,0,2015
서울특별시 서대문구 남가좌동,18.0,0,1999
서울특별시 서대문구 남가좌동,25.7,0,2019
서울특별시 은평구 신사동,22.9,0,2019
서울특별시 서대문구 충정로3가,12.1,0,2006
서울특별시 은평구 수색동,25.7,0,2023
서울특별시 은평구 수색동,25.7,0,2023
서울특별시 노원구 중계동,12.1,0,1991
서울특별시 은평구 불광동,29.4,0,2001
서울특별시 은평구 대조동,7.6,0,2021
서울특별시 은평구 진관동,4.3,44,2017
서울특별시 은평구 진관동,30.8,0,2010
서울특별시 은평구 진관동,18.1,0,2015
서울특별시 은평구 진관동,25.7,0,2025
서울특별시 은평구 녹번동,18.1,160,2019
서울특별시 은평구 증산동,18.1,0,2023
서울특별시 은평구 증산동,18.1,215,2023
서울특별시 노원구 상계동,13.8,75,1988
서울특별시 노원구 상계동,18.3,4,1987
서울특별시 노원구 상계동,9.7,0,1987
서울특별시 노원구 상계동,20.8,0,1988
서울특별시 노원구 상계동,13.8,80,1988
서울특별시 노원구 상계동,13.9,80,1989
서울특별시 노원구 상계동,13.9,80,1988
서울특별시 노원구 상계동,18.1,0,1989
서울특별시 서대문구 북아현동,18.1,0,1999
서울특별시 서대문구 북아현동,18.1,220,2020
서울특별시 노원구 상계동,9.8,70,1988
서울특별시 노원구 상계동,12.5,0,1988
서울특별시 노원구 상계동,25.7,110,2021
서울특별시 노원구 상계동,13.9,75,1988
서울특별시 노원구 상계동,25.7,138,2009
서울특별시 노원구 상계동,12.5,35,1988
서울특별시 노원구 상계동,18.1,0,1998
서울특별시 노원구 상계동,17.5,0,1987
서울특별시 노원구 상계동,12.0,0,1998
서울특별시 노원구 상계동,15.1,0,1989
서울특별시 노원구 상계동,18.3,4,1987
서울특별시 노원구 상계동,12.5,35,1988
서울특별시 은평구 불광동,20.2,0,1988
서울특별시 노원구 상계동,12.0,0,1998
서울특별시 노원구 상계동,12.5,80,1988
서울특별시 노원구 상계동,12.0,0,1998
서울특별시 노원구 상계동,12.5,85,1988
서울특별시 은평구 녹번동,25.7,170,2019
서울특별시 노원구 중계동,15.0,0,1993
서울특별시 은평구 응암동,25.7,0,2021
서울특별시 서대문구 북가좌동,25.7,270,2012
서울특별시 서대문구 북가좌동,19.8,0,1987
서울특별시 은평구 응암동,18.1,0,2021
서울특별시 은평구 응암동,25.7,110,2006
서울특별시 노원구 중계동,25.7,0,1995
서울특별시 은평구 불광동,25.6,0,1988
서울특별시 노원구 중계동,17.2,20,1995
서울특별시 은평구 갈현동,17.9,0,1997
서울특별시 서대문구 홍은동,25.6,160,1997
서울특별시 은평구 불광동,25.7,0,2004
서울특별시 은평구 불광동,35.1,0,2001
서울특별시 서대문구 남가좌동,3.6,110,2024
서울특별시 서대문구 남가좌동,25.7,0,2019
서울특별시 강동구 강일동,34.7,0,2009
서울특별시 강동구 강일동,25.6,120,2009
서울특별시 강동구 강일동,18.1,100,2009
서울특별시 강동구 강일동,18.1,100,2009
서울특별시 강동구 천호동,25.7,0,1999
서울특별시 강동구 천호동,9.5,20,2004
서울특별시 강동구 강일동,18.1,0,2009
서울특별시 강동구 강일동,25.6,0,2009
서울특별시 동대문구 휘경동,25.1,190,2003
서울특별시 동대문구 휘경동,18.1,0,2025
서울특별시 동대문구 휘경동,18.1,0,2000
서울특별시 동대문구 전농동,25.7,370,2023
서울특별시 동대문구 전농동,38.3,0,1992
서울특별시 동대문구 전농동,25.7,370,2023
서울특별시 동대문구 전농동,25.7,250,2023
서울특별시 동대문구 전농동,25.7,350,2023
서울특별시 동대문구 전농동,38.3,0,1992
서울특별시 동대문구 전농동,18.1,215,2018
서울특별시 동대문구 용두동,18.1,0,2021
서울특별시 성북구 돈암동,25.7,190,1998
서울특별시 성북구 돈암동,18.1,200,2016
서울특별시 성북구 돈암동,18.1,155,2004
서울특별시 성북구 돈암동,35.1,0,2009
서울특별시 성북구 돈암동,18.1,115,1998
서울특별시 성북구 돈암동,18.0,0,1999
서울특별시 동대문구 용두동,25.7,0,2023
서울특별시 동대문구 용두동,15.7,94,2022
서울특별시 동대문구 용두동,25.7,390,2023
서울특별시 동대문구 용두동,22.7,0,2021
서울특별시 성북구 돈암동,18.1,60,2004
서울특별시 동대문구 장안동,25.7,170,1996
서울특별시 동대문구 장안동,25.7,0,1996
서울특별시 동대문구 장안동,19.6,0,2007
서울특별시 중랑구 상봉동,25.7,80,2003
서울특별시 성북구 동소문동6가,3.8,54,2013
서울특별시 동대문구 청량리동,26.3,0,1978
서울특별시 동대문구 청량리동,23.2,0,1987
서울특별시 동대문구 청량리동,25.6,170,2001
서울특별시 동대문구 청량리동,26.3,0,1978
서울특별시 중랑구 중화동,25.6,75,2025
서울특별시 중랑구 중화동,15.2,0,1998
서울특별시 동대문구 회기동,18.3,0,1989
서울특별시 동대문구 이문동,25.7,0,2000
서울특별시 중랑구 신내동,15.1,0,1996
서울특별시 중랑구 신내동,25.5,0,1994
서울특별시 중랑구 신내동,18.1,46,1996
서울특별시 중랑구 신내동,18.0,70,1992
서울특별시 동대문구 회기동,18.3,0,1989
서울특별시 동대문구 회기동,18.3,0,1989
서울특별시 성북구 동소문동7가,18.1,0,2004
서울특별시 동대문구 답십리동,18.0,50,2003
서울특별시 동대문구 답십리동,13.4,0,1992
서울특별시 동대문구 답십리동,5.7,71,2015
서울특별시 동대문구 답십리동,18.1,0,2000
서울특별시 동대문구 답십리동,5.5,15,2016
서울특별시 중랑구 면목동,18.1,0,2019
서울특별시 중랑구 면목동,22.7,80,2020
서울특별시 중랑구 면목동,18.1,0,2020
서울특별시 중랑구 면목동,25.7,0,1999
서울특별시 중랑구 면목동,18.1,125,2020
서울특별시 중랑구 면목동,25.4,100,1994
서울특별시 중랑구 면목동,25.7,0,2020
서울특별시 동대문구 답십리동,18.1,210,2014
서울특별시 동대문구 답십리동,34.7,150,2000
서울특별시 동대문구 휘경동,25.6,30,2000
서울특별시 도봉구 쌍문동,25.7,0,2014
서울특별시 노원구 공릉동,34.8,0,1995
서울특별시 노원구 공릉동,25.6,0,2000
서울특별시 노원구 하계동,32.7,0,1993
서울특별시 노원구 하계동,15.0,0,1989
서울특별시 노원구 하계동,17.5,0,1988
서울특별시 노원구 하계동,12.1,75,1989
서울특별시 노원구 하계동,8.2,0,1988
서울특별시 도봉구 방학동,25.7,0,2025
서울특별시 도봉구 방학동,25.7,0,2025
서울특별시 도봉구 방학동,25.7,0,2025
서울특별시 도봉구 창동,25.7,140,2003
서울특별시 성북구 길음동,18.1,180,2003
서울특별시 성북구 길음동,25.7,195,2005
서울특별시 성북구 길음동,25.7,220,2019
서울특별시 성북구 석관동,18.1,0,2009
서울특별시 노원구 월계동,15.2,0,1987
서울특별시 노원구 월계동,18.1,40,2002
서울특별시 노원구 월계동,18.1,0,2000
서울특별시 노원구 월계동,21.7,0,1983
서울특별시 노원구 월계동,17.9,115,1986
서울특별시 노원구 월계동,21.7,0,1983
서울특별시 노원구 월계동,15.2,0,1987
서울특별시 노원구 월계동,28.2,70,1983
서울특별시 노원구 월계동,18.1,0,1995
서울특별시 노원구 월계동,18.1,0,1997
서울특별시 노원구 월계동,21.7,60,1983
서울특별시 성북구 정릉동,34.7,0,2005
서울특별시 성북구 정릉동,25.7,0,2008
서울특별시 성북구 정릉동,25.7,130,2004
서울특별시 성북구 정릉동,18.0,95,1999
서울특별시 성북구 길음동,25.7,0,2019
서울특별시 성북구 길음동,25.7,110,2003
서울특별시 성북구 길음동,18.1,220,2019
서울특별시 강북구 번동,12.5,0,1991
서울특별시 강북구 번동,12.5,50,1991
서울특별시 강북구 번동,12.5,80,1991
서울특별시 강북구 번동,18.0,90,1998
서울특별시 강북구 미아동,18.0,0,2019
서울특별시 강북구 미아동,35.4,0,2002
서울특별시 강북구 미아동,25.7,150,2004
서울특별시 도봉구 창동,30.2,0,1989
서울특별시 도봉구 창동,20.1,100,1990
서울특별시 도봉구 창동,10.9,0,1989
서울특별시 도봉구 창동,10.9,0,1989
서울특별시 도봉구 창동,10.9,23,1989
서울특별시 강북구 수유동,8.3,0,2020
서울특별시 강북구 수유동,10.0,100,2023
서울특별시 성북구 하월곡동,25.6,20,2006
서울특별시 성북구 하월곡동,25.7,0,2011
서울특별시 성북구 하월곡동,4.7,65,2013
서울특별시 강북구 수유동,4.5,70,2018
서울특별시 강북구 수유동,19.3,0,1993
서울특별시 강북구 수유동,8.3,0,2020
서울특별시 송파구 풍납동,18.1,0,1987
서울특별시 서초구 내곡동,30.8,80,2014
서울특별시 서초구 내곡동,25.7,160,2014
서울특별시 송파구 신천동,47.0,240,1979
서울특별시 송파구 신천동,25.6,0,2008
서울특별시 송파구 신천동,25.6,280,2008
서울특별시 송파구 신천동,25.6,400,2008
서울특별시 서초구 잠원동,25.7,0,2025
서울특별시 서초구 잠원동,18.0,240,2025
서울특별시 서초구 잠원동,20.8,0,1978
서울특별시 서초구 잠원동,25.7,0,2002
서울특별시 서초구 잠원동,32.0,165,1979
서울특별시 서초구 잠원동,31.5,0,2016
서울특별시 서초구 잠원동,32.5,0,1978
서울특별시 서초구 잠원동,17.9,280,2025
서울특별시 서초구 잠원동,25.7,240,2023
서울특별시 서초구 잠원동,15.8,65,1983
서울특별시 서초구 잠원동,43.1,0,1984
서울특별시 서초구 잠원동,20.8,0,1978
서울특별시 서초구 잠원동,30.0,0,2025
서울특별시 서초구 잠원동,25.7,380,2025
서울특별시 서초구 잠원동,25.6,210,1984
서울특별시 서초구 잠원동,32.5,250,1978
서울특별시 서초구 잠원동,24.3,0,2025
서울특별시 서초구 잠원동,24.6,0,1992
서울특별시 서초구 잠원동,25.7,440,2025
서울특별시 송파구 풍납동,18.1,0,1998
서울특별시 송파구 풍납동,25.1,130,1995
서울특별시 서초구 반포동,22.7,150,2023
서울특별시 서초구 반포동,35.4,650,2009
서울특별시 서초구 반포동,43.0,437,1986
서울특별시 송파구 석촌동,17.8,0,2006
서울특별시 관악구 신림동,18.1,220,2022
서울특별시 관악구 신림동,27.6,0,1982
서울특별시 관악구 신림동,4.3,55,2013
서울특별시 송파구 풍납동,21.5,0,1995
서울특별시 송파구 잠실동,18.1,350,2006
서울특별시 송파구 잠실동,25.7,140,2008
서울특별시 송파구 잠실동,23.1,0,1978
서울특별시 송파구 잠실동,18.1,140,2006
서울특별시 송파구 잠실동,18.1,0,2008
서울특별시 송파구 잠실동,29.8,380,2008
서울특별시 송파구 잠실동,25.0,0,1978
서울특별시 송파구 잠실동,25.0,0,1978
서울특별시 송파구 잠실동,18.1,160,2006
서울특별시 서초구 우면동,23.3,0,1995
서울특별시 서초구 우면동,15.7,210,2013
서울특별시 서초구 우면동,25.7,0,2013
서울특별시 관악구 신림동,18.1,0,2008
서울특별시 관악구 신림동,5.9,65,2020
서울특별시 서초구 서초동,39.5,0,1988
서울특별시 서초구 서초동,36.1,0,2021
서울특별시 서초구 서초동,25.7,0,2010
서울특별시 서초구 서초동,10.4,115,2004
서울특별시 서초구 서초동,13.7,0,2003
서울특별시 서초구 서초동,16.3,30,1995
서울특별시 서초구 서초동,24.0,150,1988
서울특별시 서초구 서초동,45.6,0,2010
서울특별시 서초구 서초동,18.1,0,1995
서울특별시 서초구 서초동,30.6,140,1979
서울특별시 서초구 방배동,25.7,20,2006
서울특별시 서초구 방배동,11.9,100,2004
서울특별시 서초구 방배동,18.0,0,2002
서울특별시 서초구 방배동,31.8,0,1983
서울특별시 서초구 서초동,24.7,0,2005
서울특별시 서초구 서초동,11.4,95,2003
서울특별시 서초구 서초동,25.7,480,2017
서울특별시 서초구 서초동,25.3,480,2016
서울특별시 서초구 서초동,25.6,150,2008
서울특별시 서초구 서초동,45.6,0,2002
서울특별시 서초구 서초동,73.9,0,2005
서울특별시 송파구 잠실동,29.8,0,2008
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,8.4,0,2008
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,25.7,370,2008
서울특별시 송파구 잠실동,9.4,0,2020
서울특별시 송파구 잠실동,25.0,0,1978
서울특별시 관악구 남현동,4.1,72,2016
서울특별시 서초구 신원동,18.1,0,2015
서울특별시 강남구 개포동,18.4,0,1983
서울특별시 종로구 인의동,25.6,160,2006
서울특별시 강남구 논현동,10.8,0,1997
서울특별시 강남구 압구정동,54.6,0,1982
서울특별시 강남구 압구정동,39.8,0,1976
서울특별시 강남구 일원동,25.7,100,2018
서울특별시 강남구 일원동,18.1,210,2018
서울특별시 강남구 자곡동,14.2,0,2023
서울특별시 강남구 자곡동,25.7,350,2014
서울특별시 종로구 사직동,28.6,0,2008
서울특별시 성동구 옥수동,25.6,0,1986
서울특별시 성동구 옥수동,25.5,0,2016
서울특별시 강남구 압구정동,33.0,350,1982
서울특별시 강남구 대치동,18.1,230,2004
서울특별시 강남구 대치동,25.6,0,1983
서울특별시 강남구 대치동,25.6,0,1984
서울특별시 강남구 대치동,18.1,0,1999
서울특별시 강남구 율현동,30.8,50,2015
서울특별시 강남구 율현동,30.8,50,2015
서울특별시 강남구 대치동,28.6,230,2015
서울특별시 강남구 개포동,40.6,200,2004
서울특별시 강남구 개포동,24.1,50,1987
서울특별시 강남구 개포동,53.6,0,1984
서울특별시 강남구 개포동,15.1,0,1992
서울특별시 강남구 개포동,25.6,480,2023
서울특별시 강남구 개포동,25.7,580,2019
서울특별시 강남구 세곡동,25.7,0,2013
서울특별시 중구 충무로5가,6.0,90,2018
서울특별시 강남구 압구정동,59.5,0,1976
서울특별시 강남구 압구정동,59.5,0,1976
서울특별시 중구 묵정동,9.0,210,2024
서울특별시 중구 장충동2가,4.3,65,2011
서울특별시 강남구 수서동,12.0,96,1992
서울특별시 강남구 수서동,14.9,165,1992
서울특별시 강남구 신사동,16.7,242,1998
서울특별시 강남구 역삼동,18.0,0,2005
서울특별시 강남구 역삼동,32.5,120,2005
서울특별시 강남구 역삼동,40.3,120,2006
서울특별시 강남구 역삼동,25.7,0,2006
서울특별시 강남구 역삼동,18.1,0,2006
서울특별시 강남구 도곡동,49.9,160,2002
서울특별시 강남구 도곡동,25.6,0,1988
서울특별시 강남구 도곡동,25.4,0,1985
서울특별시 종로구 창신동,16.5,0,1993
서울특별시 구로구 구로동,6.3,65,2016
서울특별시 구로구 구로동,18.0,0,1995
서울특별시 구로구 구로동,15.7,0,1998
서울특별시 구로구 고척동,19.2,100,1985
서울특별시 강서구 화곡동,25.7,0,2015
서울특별시 영등포구 영등포동2가,4.0,65,2013
서울특별시 구로구 신도림동,18.1,230,2000
서울특별시 구로구 신도림동,11.5,70,1989
서울특별시 구로구 신도림동,5.4,102,2021
서울특별시 영등포구 영등포동,24.1,0,2002
서울특별시 영등포구 영등포동,9.1,0,2021
서울특별시 금천구 시흥동,18.0,100,2004
서울특별시 금천구 시흥동,25.6,0,2014
서울특별시 금천구 시흥동,18.1,70,1999
서울특별시 금천구 시흥동,25.6,0,2014
서울특별시 구로구 구로동,17.0,132,1992
서울특별시 구로구 구로동,5.8,65,2011
서울특별시 구로구 구로동,5.0,107,2023
서울특별시 금천구 시흥동,25.6,0,2014
서울특별시 금천구 가산동,4.2,10,2017
서울특별시 강서구 가양동,12.0,0,1992
서울특별시 영등포구 영등포동7가,25.6,0,2017
서울특별시 강서구 마곡동,25.7,0,2014
서울특별시 영등포구 영등포동1가,3.8,62,2013
서울특별시 영등포구 영등포동1가,4.5,65,2020
서울특별시 구로구 오류동,21.2,100,2003
서울특별시 강서구 마곡동,18.1,0,2021
서울특별시 강서구 마곡동,25.7,0,2014
서울특별시 강서구 마곡동,25.7,0,2021
서울특별시 영등포구 영등포동5가,20.6,0,1999
서울특별시 영등포구 영등포동5가,20.6,0,1999
서울특별시 구로구 고척동,25.7,170,2004
서울특별시 구로구 고척동,16.5,0,1989
서울특별시 구로구 구로동,25.6,0,1988
서울특별시 금천구 시흥동,4.3,60,2020
서울특별시 강서구 화곡동,6.0,95,2019
서울특별시 강서구 화곡동,15.1,0,1998
서울특별시 강서구 내발산동,25.6,180,2008
서울특별시 금천구 가산동,7.1,5,2017
서울특별시 강서구 방화동,12.0,90,1994
서울특별시 강서구 방화동,30.4,114,1994
서울특별시 강서구 방화동,8.0,50,2013
서울특별시 금천구 독산동,4.1,0,2014
서울특별시 금천구 가산동,18.1,0,1998
서울특별시 강서구 가양동,15.0,0,1992
서울특별시 강서구 가양동,12.0,0,1992
서울특별시 강서구 가양동,20.1,50,2006
서울특별시 강서구 가양동,10.4,90,1992
서울특별시 금천구 가산동,4.2,10,2017
서울특별시 금천구 독산동,11.7,0,1990
서울특별시 금천구 독산동,18.1,95,2017
서울특별시 금천구 독산동,18.1,200,2018
서울특별시 금천구 독산동,25.7,0,2003
서울특별시 금천구 독산동,11.4,80,2020
서울특별시 강서구 마곡동,18.1,0,1993
서울특별시 강서구 화곡동,30.7,160,2008
서울특별시 구로구 개봉동,18.0,0,1999
서울특별시 구로구 개봉동,18.0,110,1999
서울특별시 강서구 마곡동,25.7,0,2021
서울특별시 강서구 화곡동,25.7,0,2015
서울특별시 강동구 둔촌동,24.2,0,1988
서울특별시 강동구 둔촌동,16.4,0,1992
서울특별시 강동구 상일동,25.7,0,2019
서울특별시 강동구 상일동,25.7,0,2020
서울특별시 송파구 장지동,25.7,200,2008
서울특별시 송파구 문정동,37.4,0,1984
서울특별시 송파구 방이동,15.2,0,1995
서울특별시 송파구 장지동,15.7,120,2013
서울특별시 송파구 장지동,23.0,0,2013
서울특별시 송파구 장지동,15.7,60,2013
서울특별시 송파구 방이동,25.5,0,2001
서울특별시 송파구 문정동,12.0,40,1989
서울특별시 강동구 암사동,25.7,0,2007
서울특별시 송파구 가락동,25.7,200,2018
서울특별시 송파구 방이동,15.2,0,1995
서울특별시 송파구 가락동,25.7,350,2018
서울특별시 송파구 오금동,25.7,0,2018
서울특별시 송파구 가락동,25.7,0,1985
서울특별시 강동구 고덕동,25.7,0,1996
서울특별시 강동구 고덕동,25.5,0,2019
서울특별시 강동구 고덕동,18.1,0,2019
서울특별시 강동구 고덕동,18.1,0,2019
서울특별시 강동구 성내동,3.7,55,2014
서울특별시 강동구 성내동,4.9,38,2023
서울특별시 송파구 가락동,11.8,0,2018
서울특별시 송파구 가락동,11.8,0,2018
서울특별시 송파구 가락동,18.1,150,1997
서울특별시 강동구 길동,21.9,0,1982
서울특별시 강동구 길동,4.3,10,2013
서울특별시 강동구 길동,4.6,60,2013
서울특별시 송파구 가락동,18.1,100,1997
서울특별시 송파구 거여동,33.7,0,2021
서울특별시 송파구 거여동,33.7,0,2021
서울특별시 송파구 거여동,33.7,0,2021
서울특별시 송파구 거여동,12.0,20,1997
서울특별시 송파구 가락동,12.1,200,2018
서울특별시 강동구 고덕동,22.3,290,2019
서울특별시 강동구 암사동,18.0,145,2000
서울특별시 강동구 성내동,4.9,47,2023
서울특별시 강동구 성내동,18.1,0,2025
서울특별시 강동구 성내동,18.1,60,1999
서울특별시 송파구 장지동,18.1,35,2008
서울특별시 송파구 장지동,18.1,240,2013
서울특별시 송파구 거여동,25.7,0,1992
서울특별시 강동구 암사동,33.9,270,2008
서울특별시 강동구 명일동,25.7,0,1992
서울특별시 강동구 명일동,32.5,0,1983
서울특별시 강동구 성내동,18.1,0,1999
서울특별시 강동구 성내동,4.9,39,2023
서울특별시 송파구 가락동,18.1,240,2007
서울특별시 광진구 자양동,30.3,150,2007
서울특별시 성동구 성수동1가,18.1,175,1999
서울특별시 성동구 성수동1가,18.1,145,1999
서울특별시 용산구 이촌동,25.7,0,1998
서울특별시 용산구 도원동,18.1,0,2001
서울특별시 성동구 금호동1가,18.1,250,2019
서울특별시 성동구 금호동1가,18.1,0,2001
서울특별시 성동구 금호동1가,18.1,40,2001
서울특별시 성동구 금호동1가,18.1,0,2019
서울특별시 용산구 이촌동,26.5,130,1971
서울특별시 광진구 화양동,4.7,20,2014
서울특별시 용산구 원효로1가,6.5,0,2021
서울특별시 중구 만리동1가,25.7,90,2012
서울특별시 중구 중림동,5.2,71,2012
서울특별시 성동구 응봉동,24.1,0,1990
서울특별시 성동구 응봉동,25.6,0,1989
서울특별시 성동구 응봉동,34.7,0,1996
서울특별시 성동구 성수동2가,18.0,0,1999
서울특별시 중구 황학동,25.7,250,2010
서울특별시 광진구 구의동,25.7,0,1996
서울특별시 광진구 구의동,25.7,0,1996
서울특별시 광진구 구의동,25.7,140,1994
서울특별시 광진구 구의동,25.7,0,2017
서울특별시 성동구 금호동3가,23.9,0,1994
서울특별시 성동구 상왕십리동,5.9,30,2019
서울특별시 성동구 상왕십리동,5.9,30,2019
서울특별시 성동구 행당동,18.1,140,2000
서울특별시 성동구 행당동,27.9,310,2014
서울특별시 중구 신당동,23.9,40,1993
서울특별시 성동구 행당동,18.1,0,2025
서울특별시 성동구 행당동,18.1,0,2025
서울특별시 용산구 한강로2가,57.4,"1,434",2017
서울특별시 용산구 한강로2가,8.9,0,2004
서울특별시 광진구 광장동,25.7,0,1990
서울특별시 광진구 광장동,39.4,540,2012
서울특별시 용산구 후암동,19.4,5,1980
서울특별시 용산구 후암동,19.2,0,1980
서울특별시 중구 만리동2가,22.1,0,2017
서울특별시 성동구 금호동3가,25.7,0,1994
서울특별시 광진구 군자동,18.1,0,1994
서울특별시 광진구 자양동,15.5,0,1989
서울특별시 광진구 자양동,18.1,90,1996
서울특별시 성동구 성수동1가,25.7,0,2017
서울특별시 광진구 자양동,33.3,0,1983
서울특별시 광진구 자양동,41.9,500,2025
서울특별시 성동구 하왕십리동,18.1,0,2016
서울특별시 성동구 하왕십리동,25.7,0,2015
서울특별시 성동구 마장동,18.1,80,1998
서울특별시 용산구 산천동,25.7,160,2001
서울특별시 성동구 하왕십리동,25.7,220,2016
서울특별시 성동구 하왕십리동,12.4,70,2016
서울특별시 용산구 한남동,21.8,0,2004
서울특별시 성동구 성수동1가,18.1,175,1999
서울특별시 성동구 성수동1가,46.0,"1,800",2017
서울특별시 성동구 성수동1가,18.1,145,1999
서울특별시 성동구 성수동1가,17.6,110,1999
서울특별시 용산구 한강로3가,31.1,713,2020
서울특별시 성동구 행당동,18.1,0,2025
서울특별시 성동구 금호동2가,10.4,20,2016
서울특별시 용산구 한강로2가,15.1,35,2021
서울특별시 용산구 이촌동,18.1,0,1998
서울특별시 성동구 금호동4가,15.0,0,1975
서울특별시 광진구 자양동,6.1,62,2025
서울특별시 광진구 자양동,22.7,200,2025
서울특별시 광진구 자양동,15.6,0,1988
서울특별시 용산구 이촌동,41.6,560,2002
서울특별시 용산구 도원동,25.7,0,2001
서울특별시 중구 만리동2가,25.7,450,2017
서울특별시 성동구 성수동1가,18.1,0,1997
서울특별시 광진구 광장동,25.7,0,1995
서울특별시 광진구 광장동,25.6,0,1989
서울특별시 광진구 자양동,22.7,200,2025
서울특별시 광진구 자양동,12.2,220,2021
서울특별시 광진구 중곡동,4.9,43,2022
서울특별시 광진구 자양동,17.9,0,2021
서울특별시 성동구 성수동1가,25.5,140,1994
서울특별시 성동구 성수동1가,25.7,0,2002
서울특별시 성동구 성수동1가,25.4,0,2000
서울특별시 용산구 한남동,25.6,0,2003
서울특별시 성동구 응봉동,36.3,0,1990
서울특별시 용산구 용문동,34.8,0,2011
서울특별시 성동구 사근동,5.6,68,2018
서울특별시 중구 황학동,6.4,56,1999
서울특별시 중구 황학동,25.7,290,2010
서울특별시 성동구 금호동3가,18.1,220,2005
서울특별시 성동구 송정동,17.2,0,2004
서울특별시 성동구 금호동3가,25.6,100,2012
서울특별시 성동구 용답동,18.1,0,2025
서울특별시 성동구 행당동,18.1,175,2000
서울특별시 광진구 구의동,19.0,70,2006
서울특별시 용산구 한강로3가,34.8,900,2020
서울특별시 성동구 성수동1가,20.9,0,1990
서울특별시 용산구 서빙고동,42.6,0,1985
서울특별시 성동구 행당동,18.1,295,2025
서울특별시 성동구 성수동1가,18.1,0,1997
서울특별시 성동구 금호동1가,18.1,280,2019
서울특별시 용산구 한강로1가,8.6,0,2021
서울특별시 성동구 금호동1가,25.7,0,2001
서울특별시 용산구 이태원동,32.1,240,1982
서울특별시 성동구 금호동1가,25.7,390,2019
서울특별시 성동구 성수동1가,25.7,0,2017
서울특별시 성동구 행당동,34.8,0,2009
서울특별시 서초구 잠원동,25.6,150,1999
서울특별시 송파구 신천동,44.1,440,2006
서울특별시 송파구 신천동,21.5,0,1979
서울특별시 관악구 신림동,25.7,80,1996
서울특별시 관악구 신림동,3.9,45,2015
서울특별시 송파구 신천동,21.5,0,1979
서울특별시 송파구 잠실동,18.1,150,2008
서울특별시 서초구 서초동,34.9,0,2001
서울특별시 서초구 서초동,10.9,120,2004
서울특별시 서초구 서초동,25.6,520,2021
서울특별시 서초구 서초동,5.9,55,2022
서울특별시 송파구 잠실동,25.7,200,2006
서울특별시 서초구 내곡동,18.1,140,2014
서울특별시 송파구 잠실동,18.1,150,2008
서울특별시 서초구 잠원동,15.8,90,1983
서울특별시 송파구 잠실동,23.1,0,1978
서울특별시 서초구 잠원동,31.9,0,1979
서울특별시 서초구 잠원동,18.0,0,2002
서울특별시 서초구 잠원동,25.5,400,2022
서울특별시 서초구 잠원동,18.0,140,2025
서울특별시 송파구 잠실동,25.7,320,2006
서울특별시 서초구 잠원동,25.6,300,1989
서울특별시 서초구 반포동,18.1,0,2023
서울특별시 서초구 반포동,40.5,0,2023
서울특별시 서초구 반포동,25.6,0,2018
서울특별시 서초구 반포동,44.4,0,1984
서울특별시 서초구 방배동,52.1,360,2009
서울특별시 서초구 방배동,65.6,"1,270",2005
서울특별시 서초구 반포동,18.1,0,2009
서울특별시 노원구 상계동,12.5,35,1988
서울특별시 노원구 상계동,9.8,65,1988
서울특별시 노원구 상계동,9.8,60,1987
서울특별시 노원구 상계동,17.9,93,1988
서울특별시 노원구 상계동,13.1,60,1989
서울특별시 은평구 응암동,25.7,0,2021
서울특별시 은평구 수색동,25.7,65,2021
